id,x_minimo,x_maximo,y_minimo,y_maximo,peso_da_placa,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aço_A300,tipo_do_aço_A400,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros
86,145,197.0,1317364,1317395,100,508,112,59,65223.0,142.0,1362,não,sim,40.0,76.96903670001835,0.2129,0.6849,0.5961,0.0382,0.4643,0.5254,1.2746206353106222,0.27462063531062225,0.0,2.7059,1.716,1.4914,-0.4038,0.0031,0.9998,120,False,True,False,False,Não,False,Não
87,21,-186.0,28588709,5367377,100,784,66,54,82565.0,133.0,1648,sim,Não,80.0,77.06895704674186,0.0255,0.7209,1.0,0.0322,0.803,0.9815,0.09862533289790533,0.09862533289790533,0.5,2.8943,1.7243,1.7243,0.0,-0.1772,1.0,67,False,False,False,False,Não,False,Sim
88,1357,1370.0,3378464,3378474,100,81,15,10,8996.0,133.0,1692,sim,Não,60.0,104.61147003776406,0.3806,0.3769,0.7692,0.0077,0.8667,1.0,0.03258501094870514,0.12494977721787115,0.0,1.9085,1.1139,1.0,-0.2308,-0.1323,0.2408,91,False,False,False,False,Não,True,Não
89,498,509.0,261713,261732,100,144,17,19,15785.0,132.0,1356,Não,Sim,40.0,86.334967040864,0.7345,0.311,0.5789,0.0081,0.6471,1.0,0.1539802299340068,0.1539802299340068,1.0,2.1584,1.0414,1.2787,0.4211,-0.1436,0.3494,88,False,False,False,False,Não,True,Não
90,929,939.0,1248676,1248687,100,88,13,11,9120.0,118.0,1656,sim,Não,80.0,93.4467483919824,0.8659,0.2,0.9091,0.006,0.7692,1.0,0.3031052302315925,0.5221231699085432,1.0,1.9445,1.0,1.0414,0.0909,-0.1903,0.2173,88,False,False,False,False,não,True,Não
91,-11,-186.0,1814642,1814708,100,6525,278,134,674367.0,124.0,1358,não,sim,40.0,87.24356819307866,0.0574,0.4285,0.3815,0.1274,0.6223,0.4925,0.29059349715986676,1.2905934971598667,0.0,3.8146,2.238,1.8195,-0.6185,-0.1926,1.0,38,False,False,True,False,Não,False,Não
92,-11,1592.0,-20,1612870,100,193,25,30,18218.0,111.0,1654,sim,não,69.0,88.8195304152052,0.075,0.3567,0.3333,0.006,0.4,1.0,-0.3649666372268153,-0.4587290963768767,1.0,2.2856,1.0,1.4771,0.6667,-0.2625,0.4963,78,False,False,False,False,não,True,Não
93,-11,782.0,1292292,1292296,100,12,4,-194,1537.0,149.0,1360,0,Sim,-154.0,65.24882484100519,0.85,0.25,,0.0029,1.0,1.0,0.21420456623617012,0.3916006587812244,0.5,1.0792,0.6021,0.6021,0.0,0.0007,0.1292,112,False,False,False,True,Não,False,Não
94,121,159.0,473414,473430,100,-206,51,31,,135.0,1358,Não,sim,40.0,74.40159030400767,0.1782,0.6234,0.4211,0.028,0.7451,0.5161,-0.11763244593964728,0.8823675540603527,0.0,2.3598,1.5798,1.2041,-0.5789,-0.0436,0.8848,116,False,False,True,False,não,False,Não
95,703,718.0,6078664,618148,100,112,23,-194,11154.0,111.0,-214,sim,não,70.0,73.78679453464818,0.941,0.5333,0.9375,0.0111,0.6522,0.9412,-0.17574095927268846,-0.1809110290381028,1.0,2.0492,1.1761,1.2041,0.0625,-0.222,0.3977,966,False,True,False,False,não,False,Não
96,669,684.0,491552,-166,100,-206,59,133,,134.0,1687,Não,sim,150.0,80.59083112683055,0.7931,0.446,0.1136,0.0089,0.2542,0.9925,0.08883608311937281,0.08883608311937281,1.0,3.0402,1.1761,2.1206,0.8864,-0.1487,1.0,50,True,False,False,False,não,False,Não
97,31,50.0,1647143,1647194,100,-206,72,55,46236.0,118.0,1354,Sim,não,70.0,78.96499283241363,0.0458,0.5408,0.3726,0.014,0.2639,0.9273,-0.00994914917305098,0.062501814083772,1.0,2.6484,1.2787,1.7076,0.6274,-0.1883,0.9884,766,False,True,False,False,não,False,Não
98,483,-186.0,5060301,5060316,100,206,41,21,25181.0,143.0,1632,sim,não,200.0,63.923245359909444,0.5919,0.5264,0.5172,0.0178,0.7073,0.7143,0.001534036992738267,0.001534036992738267,0.0,2.3139,1.4624,1.1761,-0.4828,-0.045,0.7079,104,0,False,False,False,não,False,Sim
99,297,302.0,1028213,1028219,100,16,-229,6,1990.0,132.0,1356,Não,sim,50.0,80.42940462571728,0.4381,0.4667,0.8333,0.0037,1.0,1.0,-0.07037614001254407,-0.07037614001254407,1.0,1.2041,0.699,0.7782,0.1667,-0.0283,0.14,120,False,0,False,True,não,False,Não
100,539,547.0,-20,1294979,100,70,9,11,7964.0,133.0,1688,Sim,0,60.0,59.87503148294648,0.6386,0.2045,0.7273,0.0047,0.8889,1.0,-0.42461122261512424,-0.42461122261512424,1.0,1.8451,0.9031,1.0414,0.2727,-0.1112,0.1934,94,False,False,False,False,Não,True,Não
101,911,920.0,3220667,344829,100,54,12,-194,4761.0,,-214,1,Não,300.0,87.76470912131325,0.6451,0.4,0.9,0.0066,0.75,0.9091,-0.1261935968296077,-0.1261935968296077,1.0,1.7324,0.9542,1.0,0.1,,0.1954,723,False,False,False,False,Não,False,Sim
102,484,82.0,313092,313218,100,2822,-229,127,275539.0,124.0,1360,não,Sim,-154.0,81.03953610132002,0.0721,0.3213,0.2619,0.0243,0.3235,0.9921,-0.10281435495803085,-0.10281435495803085,1.0,3.4506,1.5185,2.1004,0.7381,-0.2372,1.0,79,False,False,False,False,Não,False,Sim
103,1123,1137.0,11066410,11066424,100,143,20,14,16288.0,127.0,1362,Não,sim,40.0,92.45357965017081,0.3304,0.2704,1.0,0.0103,0.7,1.0,0.3294691102330424,0.5608301903760812,0.5,2.1553,1.1461,1.1461,0.0,-0.1101,0.33,96,False,False,False,False,Não,False,Sim
104,908,914.0,414919,414931,100,52,11,12,5249.0,118.0,1692,sim,Não,60.0,82.12848168603779,0.9196,0.2778,0.5,0.0036,0.5454,1.0,-0.04838571349980274,-0.04838571349980274,1.0,1.716,0.7782,1.0792,0.5,-0.2114,0.1773,86,False,False,False,False,Não,True,Não
105,1417,1437.0,5948468,5948472,100,56,26,6,7143.0,140.0,1652,sim,Não,69.0,75.37606583235772,0.2603,0.3,0.2,0.0121,0.7692,0.6667,0.12121525704436151,0.12121525704436151,0.0,1.7482,1.301,0.6021,-0.8,-0.0035,0.1852,116,False,False,False,False,Sim,False,Não
106,1202,1216.0,289529,289543,100,-206,15,15,16692.0,134.0,1692,não,sim,60.0,64.23765401491136,0.5627,0.301,1.0,0.0083,0.9333,0.9333,-0.3584234675337581,-0.4491225208948985,0.5,2.1367,1.1461,1.1461,0.0,-0.0481,0.33,109,False,False,False,False,não,False,Sim
107,550,567.0,4625112,4625136,100,-206,26,24,,126.0,1360,Não,sim,40.0,76.05478491589881,0.8088,0.5245,0.7083,0.0125,0.6539,1.0,0.06285231433092398,0.16938774050128388,1.0,2.2878,1.2305,1.3802,0.2917,-0.1282,0.6693,989,False,False,False,False,Não,True,Não
108,39,191.0,1565555,-166,100,13114,-229,381,1507625.0,141.0,1400,não,Sim,40.0,72.12288817120884,0.0557,0.4171,0.9737,0.1086,0.2459,0.3884,0.07726511721682931,1.0772651172168293,0.0,4.1177,2.1818,2.1703,-0.0263,-0.1019,1.0,33,False,False,True,False,Não,False,Não
109,1379,1396.0,2128940,2128956,100,126,33,22,16498.0,148.0,1666,Sim,não,100.0,83.71550765476066,0.3241,0.5368,0.9412,0.0102,0.5152,0.7273,-0.022333774729850164,-0.022333774729850164,0.0,2.1004,1.2305,1.2041,-0.0588,0.0229,0.4498,116,False,False,False,False,não,False,Sim
110,405,416.0,634279,634288,100,71,15,10,8824.0,135.0,1358,Sim,Não,70.0,75.78897660945417,0.5965,0.2828,0.8182,0.0081,0.7333,0.9,0.4243686354102876,-0.5756313645897124,0.0,1.8513,1.0414,0.9542,-0.1818,-0.0291,0.2051,113,False,True,False,False,não,False,Não
111,347,364.0,1124976,1125024,100,390,51,50,46226.0,127.0,1372,Não,sim,40.0,86.04914888275516,0.5058,0.5221,0.3542,0.0124,0.3333,0.96,-0.007954162634765062,-0.007954162634765062,1.0,2.5911,1.2305,1.6812,0.6458,-0.074,0.9685,110,0,False,False,False,não,False,Sim
112,995,1002.0,66318,66328,100,45,8,10,4552.0,118.0,1358,não,Sim,130.0,93.53836045176801,0.5243,0.3571,0.7,0.0052,0.875,1.0,0.25919340700055726,0.457652544170711,1.0,1.6532,0.8451,1.0,0.3,-0.2097,0.1753,93,False,False,False,False,Não,False,Sim
113,1073,,-20,433198,100,143,15,12,14669.0,127.0,1686,Sim,Não,70.0,65.85917602733649,0.7094,0.2056,0.8,0.0089,1.0,1.0,0.7389726337455859,0.7389726337455859,0.0,2.1553,1.1761,1.0792,-0.2,-0.1986,0.3068,691,False,False,False,False,não,True,Não
114,619,659.0,1292098,1292100,100,60,40,-194,7750.0,164.0,1690,sim,Não,70.0,79.97392473465791,0.7325,0.25,0.05,0.0237,1.0,0.5,-0.05770828943433676,-0.05770828943433676,0.0,1.7781,1.6021,0.301,-0.95,0.0091,0.1852,102,False,False,False,False,Não,False,Sim
115,1292,1372.0,1506506,1506552,100,1973,134,80,240091.0,140.0,1658,sim,não,143.0,79.52256398334336,0.345,0.4639,0.575,0.0483,0.597,0.575,0.09046420270008373,0.09046420270008373,0.0,3.2951,1.9031,1.6628,-0.425,-0.0493,1.0,105,False,False,False,False,não,False,Sim
116,1109,1144.0,401768,401951,100,4298,188,189,515942.0,148.0,1353,não,sim,70.0,83.14225030675986,0.3089,0.329,0.1913,0.0259,0.1862,0.9682,-0.010413530911572993,-0.010413530911572993,1.0,3.6333,1.5441,2.2624,0.8087,-0.0622,1.0,6,False,False,False,False,Não,False,Sim
117,779,,-20,1198188,100,198,21,18,18327.0,118.0,1353,não,Sim,50.0,86.86652657043987,0.8234,0.3149,1.0,0.0126,0.8095,0.9444,-0.3506034112858596,-0.3506034112858596,0.5,2.2967,1.2305,1.2305,0.0,-0.2769,0.4779,54,False,False,False,False,Não,False,Sim
118,-11,206.0,1721788,-166,100,12051,631,-194,1383987.0,140.0,1402,não,Sim,40.0,95.87755378829208,0.0585,0.5942,0.9167,0.1177,0.2615,0.4615,0.34284684435450613,1.342846844354506,1.0,4.081,2.2175,2.2553,0.0833,-0.1028,1.0,33,False,False,True,False,não,False,Não
119,145,171.0,233467,-166,100,-206,214,220,236010.0,135.0,1394,não,Sim,220.0,68.90525585210008,0.208,0.6241,0.1275,0.0187,0.1215,0.9273,0.21236419738282106,0.3888986591184098,1.0,3.2997,1.415,2.3096,0.8726,-0.0753,1.0,104,0,False,False,False,Não,False,Sim
120,691,-186.0,664879,664883,100,55,19,6,7211.0,150.0,1694,Sim,Não,143.0,64.27910730868783,0.8158,0.2763,0.2105,0.0112,1.0,0.6667,0.23730958411291406,0.23730958411291406,0.0,1.7404,1.2787,0.6021,-0.7895,0.0243,0.1812,114,False,False,False,False,Não,False,Sim
121,19,33.0,-20,1143429,100,114,-229,15,13193.0,125.0,1373,Não,sim,40.0,81.88511548663328,0.0277,0.3736,0.9286,0.0102,0.875,0.8667,-0.2728162364384217,-0.2728162364384217,0.0,2.0569,1.1461,1.1139,-0.0714,-0.0959,0.3097,110,False,False,False,False,Não,False,Sim
122,0,12.0,864919,865043,100,745,42,-194,55239.0,94.0,1687,sim,não,80.0,84.4951073316322,0.0,0.4993,0.0968,0.0071,0.2857,0.992,0.4208382932808297,0.4208382932808297,1.0,2.8722,1.0792,2.0934,0.9032,-0.4207,0.9996,56,False,False,False,False,não,False,Sim
123,368,380.0,484193,-166,100,-206,17,-194,15501.0,,-214,Sim,Não,60.0,87.20323890628744,0.4355,0.2333,0.8,0.0071,0.7059,0.9375,-0.24958781567427246,-0.2893317843306568,1.0,2.1399,1.0792,1.1761,0.2,-0.1225,0.3068,91,False,False,False,False,Não,True,Não
124,4713,588.0,1019477,1019497,100,1107,155,85,128883.0,126.0,1353,Não,Sim,-154.0,72.38901181689566,0.6637,0.6018,0.1439,0.1027,0.8968,0.2353,0.1760571281400811,0.1760571281400811,0.0,3.0442,2.143,1.301,-0.8561,-0.0904,1.0,107,False,False,False,False,Não,False,Sim
125,1151,1163.0,6042280,6042292,100,110,14,12,11674.0,133.0,1648,Sim,Não,69.0,64.22151094463506,0.5886,0.2361,1.0,0.0073,0.8571,1.0,0.6571366877429935,0.6571366877429935,0.5,2.0414,1.0792,1.0792,0.0,-0.1709,0.2583,73,False,False,False,False,Não,False,Sim
126,563,568.0,888672,888676,100,17,6,4,2157.0,141.0,1356,não,Sim,50.0,92.18968431731436,0.8304,0.15,0.8,0.0037,0.8333,1.0,-0.2971608975392065,-0.2971608975392065,0.0,1.2305,0.699,0.6021,-0.2,-0.0087,0.1322,728,False,False,False,True,não,False,Não
127,39,182.0,65059,65121,100,4471,248,116,470165.0,135.0,1360,Não,Sim,40.0,85.12474017821884,0.0573,0.4957,0.4336,0.1051,0.5766,0.5345,-0.16988931888083156,0.8301106811191684,0.0,3.6504,2.1553,1.7924,-0.5664,-0.1785,1.0,39,False,False,True,False,Não,False,Não
128,1580,-186.0,3884411,3884461,100,340,30,-194,34655.0,116.0,1627,não,sim,40.0,76.21302242345739,0.0455,0.32,0.2,0.0061,0.3333,1.0,0.029895409526292365,0.029895409526292365,1.0,2.5315,1.0,1.699,0.8,-0.2037,0.7889,88,True,False,False,False,Não,False,Não
129,210,224.0,1761692,1761703,100,61,-229,11,7309.0,132.0,1356,Sim,não,70.0,58.53860711644308,0.3097,0.6039,0.7857,0.0103,0.8235,1.0,0.8489573037651402,-0.15104269623485975,0.0,1.7853,1.1461,1.0414,-0.2143,-0.0639,0.2712,112,False,True,False,False,Não,False,Não
130,-11,1564.0,3375744,3375765,100,134,13,21,13356.0,111.0,1690,Não,sim,70.0,73.30909814551138,0.1491,0.3619,0.4762,0.0059,0.7692,1.0,-0.4651990293198398,-0.4651990293198398,1.0,2.1271,1.0,1.3222,0.5238,-0.2213,0.3509,89,True,False,False,False,não,False,Não
131,1323,1333.0,68445,68506,100,330,48,61,33449.0,119.0,1353,Não,sim,120.0,86.95388867519168,0.0296,0.459,0.1639,0.0074,0.2083,1.0,-0.882174196665263,-1.2180848356705025,1.0,2.5185,1.0,1.7853,0.8361,-0.2081,0.8861,90,False,False,False,False,Sim,False,Não
132,1589,1601.0,30365691,3051391,100,87,33,19,10070.0,,-214,não,sim,70.0,84.34797361987597,0.1053,0.5469,0.75,0.0071,0.3636,0.8421,-0.31869111411783146,-0.31869111411783146,1.0,1.9395,1.0792,1.2041,0.25,-0.0957,0.3241,108,False,False,False,False,Não,False,Sim
133,896,904.0,801872,801889,100,65,12,17,7974.0,135.0,1354,Não,Sim,40.0,66.21694826575319,0.6647,0.5221,0.4706,0.0059,0.6667,1.0,0.14207772919055447,0.14207772919055447,1.0,1.8129,0.9031,1.2305,0.5294,-0.0416,0.2482,113,False,False,False,False,Não,True,Não
134,13380,-186.0,2094748,2094776,100,251,22,28,28050.0,140.0,1632,não,sim,-154.0,86.19118512289438,0.3174,0.3104,0.4643,0.008,0.5909,1.0,-0.2758272702701409,-0.2758272702701409,,2.3997,1.1139,1.4472,0.5357,-0.1269,0.6015,1267,True,False,False,False,Não,False,Não
135,1329,1334.0,1682919,-166,100,89,16,28,10584.0,134.0,1356,não,sim,40.0,79.11809574732648,0.0325,0.3643,0.1786,0.0037,0.3125,1.0,-0.1835041230472137,-0.19230878001773383,1.0,1.9494,0.699,1.4472,0.8214,-0.0709,0.2532,110,False,False,False,False,Sim,False,Não
136,41,187.0,-20,2112542,100,9349,659,387,1068391.0,140.0,1402,Não,Sim,40.0,92.67072721172684,0.0585,0.6119,0.8849,0.1041,0.2216,0.4264,-0.2349759877008711,0.7650240122991289,1.0,3.9708,2.1644,2.2175,0.1151,-0.1072,1.0,38,False,False,True,False,não,False,Não
137,270,301.0,-20,1563499,100,329,61,37,41053.0,140.0,1362,não,Sim,40.0,73.02065929236073,0.3965,0.5176,0.7097,0.0228,0.5082,0.5946,-0.06778341413987249,-0.02240951450946496,0.0,2.5172,1.4914,1.3424,-0.2903,-0.0251,0.9263,115,False,False,False,False,Não,False,Sim
138,1203,1218.0,-20,75234,100,109,18,-194,11425.0,133.0,1684,sim,não,70.0,73.83020857063067,0.5534,0.2733,0.6667,0.0089,0.8333,0.9091,0.24405516521090093,0.24405516521090093,0.0,2.0374,1.1761,1.0,-0.3333,,0.266,71,False,False,False,False,não,True,Não
139,5445,667.0,483796,483808,100,67,23,13,7595.0,132.0,1360,Não,Sim,-154.0,81.15095954034257,0.9515,0.7208,0.6,0.0147,0.8696,0.9231,-0.36925929493018655,-0.36925929493018655,,1.8261,1.301,1.0792,-0.4,-0.1144,0.3977,92,False,False,False,True,Não,False,Não
140,1332,1347.0,70219,70241,100,221,-229,22,24230.0,124.0,1687,sim,Não,70.0,75.82343144194789,0.4031,0.3303,0.6818,0.0089,0.7895,1.0,0.06823798038123882,0.06823798038123882,1.0,2.3444,1.1761,1.3424,0.3182,-0.1435,0.5461,97,False,False,False,False,não,True,Não
141,-11,1223.0,30289552,3998180,100,3432,-229,330,389429.0,,-214,N,sim,40.0,71.26524909391509,0.2094,0.7878,0.3667,0.0564,0.2984,0.6364,-0.017300836132226133,0.05170818668203614,1.0,3.5356,1.8865,2.3222,0.6333,-0.1135,1.0,92,False,False,False,False,Não,False,Sim
142,15,32.0,1003575,1003594,100,132,18,20,14926.0,124.0,1387,Não,Sim,40.0,98.41438781183466,0.0216,0.5913,0.8947,0.0123,0.9444,0.95,-0.4822449703683682,-0.4822449703683682,1.0,2.1206,1.2305,1.2787,0.1053,-0.1166,0.5345,105,False,False,False,False,não,False,Sim
143,39,195.0,601086,601148,100,5786,202,106,600867.0,124.0,1358,Não,Sim,40.0,94.20961700737892,0.0574,0.4018,0.3974,0.1149,0.7723,0.5849,0.05539015755969126,1.0553901575596913,0.0,3.7624,2.1931,1.7924,-0.6026,-0.1887,1.0,41,False,False,True,False,Não,False,Não
144,4461,544.0,3581245,3581267,100,148,25,23,16061.0,127.0,1686,sim,0,-154.0,70.40087748530323,0.6311,0.4394,0.5454,0.0071,0.48,0.9565,0.4287457495601542,0.7065865399790829,,2.1703,1.0792,1.3424,0.4545,-0.1522,0.4366,91,False,False,False,False,Não,True,Não
145,482,490.0,11430396,11430416,100,81,15,-194,8709.0,119.0,1656,Sim,Não,100.0,82.20322370985674,0.5821,0.4938,0.4,0.0048,0.5333,1.0,0.2345468615331931,0.2345468615331931,1.0,1.9085,0.9031,1.301,0.6,,0.2792,99,True,False,False,False,não,False,Não
146,971,980.0,74495,-166,100,148,19,24,16771.0,133.0,1362,Não,sim,175.0,64.68038686360477,0.5609,0.3148,0.375,0.0066,0.4737,1.0,-0.3710852132634246,-0.3710852132634246,1.0,2.1703,0.9542,1.3802,0.625,-0.1147,0.3601,101,False,False,False,False,não,False,Sim
147,-11,621.0,850713,850745,100,282,-229,33,33577.0,159.0,1688,Sim,não,70.0,97.01231644378687,0.7156,0.4816,0.5313,0.0101,0.4595,0.9697,-0.3961369839252829,-0.3961369839252829,1.0,2.4502,1.2305,1.5051,0.4688,-0.0698,0.8336,61,False,False,False,False,Não,True,Não
148,354,370.0,409908,409918,100,116,19,10,12174.0,126.0,1360,Não,Sim,40.0,87.60141682166352,0.5206,0.275,0.625,0.0118,0.8421,1.0,0.15658246968506928,0.15658246968506928,0.0,2.0645,1.2041,1.0,-0.375,-0.1801,0.2792,82,False,False,False,False,Não,True,Não
149,41,202.0,-20,920489,100,5993,214,130,589956.0,132.0,1358,Não,sim,40.0,90.0365793437206,0.0604,0.3996,0.3851,0.1186,0.7523,0.4769,0.08909540196995581,1.089095401969956,0.0,3.7776,2.2068,1.7924,-0.6149,-0.2309,1.0,132,False,False,True,False,não,False,Não
150,39,195.0,1810559,1810727,100,-206,591,367,,141.0,1400,Não,sim,40.0,77.48457052824453,0.0557,0.5493,0.9286,0.1114,0.264,0.4578,0.07514785510376296,1.075147855103763,1.0,4.0724,2.1931,2.2253,0.0714,-0.0993,1.0,27,False,False,True,False,Não,False,Não
151,-11,975.0,1219062,-166,100,79,17,15,10188.0,149.0,1682,Sim,Não,143.0,91.74697132280326,0.8407,0.4733,0.6667,0.006,0.5882,1.0,0.1039344628490927,0.1039344628490927,1.0,1.8976,1.0,1.1761,0.3333,0.0075,0.266,115,False,False,False,False,não,True,Não
152,1275,196.0,2289914,2290079,100,9518,-229,453,1084425.0,141.0,1402,Não,,-154.0,91.77351101729165,0.0585,0.6278,0.9394,0.1106,0.2086,0.3642,-0.20400741647354723,0.7959925835264527,1.0,3.9785,2.1903,2.2175,0.0606,-0.1099,1.0,1064,False,False,True,False,Não,False,Não
153,-11,228.0,2150440,2150452,100,106,12,13,12235.0,124.0,1387,Não,sim,40.0,78.35351303628198,0.3115,0.2639,1.0,0.0087,1.0,0.9231,0.06967610914830107,0.06967610914830107,0.5,2.0253,1.0792,1.0792,0.0,-0.0983,0.2583,107,False,False,False,False,Não,False,Sim
154,977,981.0,1311529,1311535,100,12,5,6,1563.0,143.0,1358,Não,sim,50.0,68.50996064334477,0.5552,0.5,0.6667,0.003,0.8,1.0,0.08792174198960437,0.08792174198960437,1.0,1.0792,0.6021,0.7782,0.3333,0.0176,0.1353,125,False,False,False,True,Não,False,Não
155,-11,272.0,-20,244067,100,235,36,22,29911.0,142.0,1360,Não,Sim,40.0,84.35208362987014,0.3632,0.5053,0.76,0.0184,0.6944,0.8636,-0.21430542540791034,-0.21430542540791034,0.0,2.3711,1.3979,1.2787,-0.24,-0.0056,0.7598,793,False,False,False,False,não,False,Sim
156,309,322.0,1314894,1314902,100,61,14,10,6886.0,123.0,1623,Sim,Não,100.0,78.73474558702264,0.3808,0.4135,0.6154,0.008,0.9286,0.8,0.559732353343427,0.559732353343427,0.0,1.7853,1.1139,0.9031,-0.3846,-0.1181,0.2105,102,False,False,False,False,Não,False,Sim
157,532,542.0,3706296,3706306,100,66,14,10,7519.0,132.0,1646,sim,Não,80.0,98.52550316099678,0.6464,0.34,1.0,0.0061,0.7143,1.0,0.14214987627353626,0.14214987627353626,0.5,1.8195,1.0,1.0,0.0,-0.11,0.2061,97,False,False,False,False,não,True,Não
158,27,36.0,2457919,2457943,100,145,19,26,14997.0,117.0,1356,Sim,não,70.0,80.50632074949772,0.0398,0.3287,0.375,0.0066,0.4737,0.9231,0.6426089508392054,-0.35739104916079456,1.0,2.1614,0.9542,1.3802,0.625,-0.192,0.3601,91,False,True,False,False,Não,False,Não
159,612,622.0,19594729,2237099,100,87,15,15,10024.0,127.0,1364,não,sim,100.0,81.0645441032767,0.8974,0.42,0.6667,0.0073,0.6667,1.0,-0.19918143874757382,-0.21532596032869417,1.0,1.9395,1.0,1.1761,0.3333,-0.0999,0.266,106,False,False,False,0,sim,False,Não
160,37,261.0,652969,653195,100,18517,1021,696,2230510.0,150.0,1398,não,Sim,40.0,88.06979866110333,0.0529,0.6342,0.9912,0.1602,0.2194,0.3247,-0.29240450106819643,0.7075954989318036,1.0,4.2676,2.3503,2.3541,0.0088,-0.0589,1.0,25,False,False,True,0,Não,False,Não
161,856,871.0,531684,531693,100,54,23,16,7145.0,143.0,1362,não,Sim,40.0,80.03275688034122,0.721,0.6,0.6,0.011,0.6522,0.5625,0.2361253811227356,0.2361253811227356,0.0,1.7324,1.1761,0.9542,-0.4,0.0337,0.2469,125,nao,False,False,False,Não,False,Sim
162,391,420.0,1312199,1312217,100,129,48,35,16308.0,150.0,1368,sim,não,80.0,86.94356065163993,0.5716,0.7529,0.6207,0.0212,0.6042,0.5143,0.34757867370222123,0.34757867370222123,0.0,2.1106,1.4624,1.2553,-0.3793,-0.0124,0.8123,112,False,False,False,False,Não,True,Não
163,25,46.0,-20,2433721,100,566,64,-194,62326.0,132.0,1356,sim,não,70.0,74.60969255280506,0.0369,0.5582,0.3443,0.0155,0.3281,0.8714,0.30457470876194004,0.5242806344224024,1.0,2.7528,1.3222,1.7853,0.6557,,0.9985,89,False,True,False,False,Não,False,Não
164,172,179.0,1072228,1072248,100,74,19,20,8027.0,119.0,1354,Sim,não,70.0,68.81439752218611,0.2541,0.4714,0.35,0.0052,0.3684,1.0,1.2890128387732966,0.28901283877329653,1.0,1.8692,0.8451,1.301,0.65,-0.1525,0.2532,98,False,True,False,False,Não,False,Não
165,408,416.0,945792,-166,100,81,11,-194,9462.0,125.0,1360,Não,Sim,130.0,70.87431362341655,0.6,0.325,0.5333,0.0059,0.7273,1.0,0.12383427808094949,0.12383427808094949,1.0,1.9085,0.9031,1.1761,0.4667,-0.0874,0.2288,107,False,0,False,False,não,False,Sim
166,5743,927.0,-20,4689414,100,1535,239,120,173468.0,132.0,1358,sim,Não,-154.0,76.62875070327405,0.6348,0.6116,0.0913,0.1532,0.8703,0.1583,0.246618047998347,0.246618047998347,0.0,3.1861,2.3181,1.2787,-0.9086,-0.1171,1.0,97,False,False,False,False,não,False,Sim
167,541,-186.0,2978904,2978933,100,529,47,32,58088.0,133.0,1354,Sim,Não,70.0,81.18620748464035,0.7991,0.43,0.9063,0.0236,0.6809,0.9063,0.5690378947961842,0.5690378947961842,0.0,2.7235,1.5051,1.4624,-0.0938,-0.1421,0.9848,91,False,False,False,False,não,False,Sim
168,-11,538.0,2922516,2922536,100,181,-229,20,19537.0,130.0,-214,Não,Sim,50.0,84.99037295269159,0.776,0.3038,0.65,0.0096,0.8125,1.0,-0.07361643480086115,-0.07361643480086115,1.0,2.2577,1.1139,1.301,0.35,-0.1567,0.43,78,False,False,False,False,Não,True,Não
169,621,632.0,18961130,2046183,100,-206,-229,-194,56735.0,,-214,Não,Sim,100.0,84.55647729933183,0.9106,0.4944,0.1236,0.0081,0.1642,0.9889,0.5601042804654109,0.8994450017857625,1.0,2.6946,1.0414,1.9494,0.8764,,0.9891,99,False,False,False,False,sim,False,Não
170,2240,279.0,12917033,12917094,100,444,43,61,45269.0,126.0,1360,Não,Sim,-154.0,80.10074066103019,0.3941,0.3383,0.1803,0.0081,0.2558,1.0,-0.266854328887657,-0.266854328887657,,2.6474,1.0414,1.7853,0.8197,-0.2035,0.9212,78,True,False,False,nao,não,False,Não
171,96,-186.0,-20,728995,100,2406,231,168,301138.0,140.0,1358,Não,Sim,40.0,69.29906484456632,0.1414,0.6186,0.9157,0.056,0.329,0.494,-0.24474308548963147,0.7552569145103685,1.0,3.3813,1.8808,1.9191,0.0843,-0.0222,1.0,116,False,False,True,False,Não,False,Não
